"Site","Year","Mean","SD","p2.5","p25","p50","p75","p97.5","Rhat","n.eff","Source","name","Par"
"FRCH","2015",48.2910988232937,0.440765177209162,47.4170855734753,47.9884634579045,48.2959977983598,48.596101497622,49.105028269656,1.00104922996202,3000,"ppt/snow","alpha[32]","alph"
"FRCH","2015",46.838043188376,0.434174284238188,45.9754786634203,46.5518570792925,46.8340820346963,47.1318463054234,47.6773126064627,1.00649484904203,340,"ppt/snow","alpha[33]","alph"
"FRCH","2015",37.8967748996166,0.442167669753384,37.0300206276682,37.590701548277,37.8985027751455,38.1954313808249,38.7650977877917,1.00659201406684,330,"ppt/snow","alpha[34]","alph"
"FRCH","2015",41.5105392609912,0.44704749945621,40.6270885242792,41.213669765645,41.5255511920508,41.8190839088929,42.3536277660397,1.00094946029708,3000,"ppt/snow","alpha[35]","alph"
"FRCH","2015",42.6863920302741,0.438286719715552,41.8284363317129,42.3784965564537,42.6891601893215,42.9916596771518,43.5301538863857,1.00539241154223,420,"ppt/snow","alpha[36]","alph"
"FRCH","2015",53.4197928206592,0.449178176491954,52.5670338671305,53.114668449245,53.4206606299682,53.7274505600299,54.3082261085467,1.00380660344222,610,"ppt/snow","alpha[37]","alph"
"FRCH","2015",52.8565309642611,0.440772748659652,52.0105691521635,52.565215163547,52.8569327788817,53.1453392768095,53.740054521387,1.0020063066551,1300,"ppt/snow","alpha[38]","alph"
"FRCH","2015",44.5513711072685,0.430585903962914,43.6843391446509,44.2549848253952,44.5649072187841,44.8473884453952,45.3741348771423,1.0014889418261,2000,"ppt/snow","alpha[39]","alph"
"FRCH","2015",49.0435147976358,0.430344484591964,48.1957216812345,48.7509192765688,49.0349898274337,49.337840191576,49.9053935752929,1.00052125427882,3000,"ppt/snow","alpha[40]","alph"
"FRCH","2015",48.0946132284843,0.432094361997572,47.2639929209163,47.7920231593563,48.0930122536258,48.387487235825,48.9444289749214,1.00536616438396,410,"ppt/snow","alpha[41]","alph"
"FRCH","2015",44.1132191710346,0.441288633858865,43.2107102757628,43.832800184002,44.1257059982827,44.4135186070638,44.9681761935837,1.00466669991074,540,"ppt/snow","alpha[42]","alph"
"FRCH","2015",49.4400603966528,0.439909156381656,48.6281283510528,49.139579717532,49.4317116173722,49.7234446027407,50.32217364768,1.00275775940407,930,"ppt/snow","alpha[43]","alph"
"FRCH","2015",38.1101273893786,0.437781079757056,37.2447518296837,37.819607211784,38.1115730695796,38.401863810431,38.9717021189595,1.00795972689745,290,"ppt/snow","alpha[44]","alph"
"FRCH","2015",40.2286221197624,0.442795805194082,39.3718052458236,39.9264990921126,40.223069575467,40.5250529639605,41.1172596950801,1.0074551110481,300,"ppt/snow","alpha[45]","alph"
"FRCH","2015",46.9668601821543,0.415937973173422,46.1657730055468,46.67610287515,46.9642317394844,47.2637784381083,47.7601820291382,1.00164585437898,1700,"ppt/snow","alpha[46]","alph"
