"Site","Q","DateTime"
"FRCH",142.692336003729,2019-04-29 14:15:00
"FRCH",128.176923946978,2019-04-29 14:30:00
"FRCH",126.298559937791,2019-04-29 14:45:00
"FRCH",126.924681274187,2019-04-29 15:00:00
"FRCH",130.120444467307,2019-04-29 15:15:00
"FRCH",131.43784365124,2019-04-29 15:30:00
"FRCH",130.120444467307,2019-04-29 15:45:00
"FRCH",130.120444467307,2019-04-29 16:00:00
"FRCH",129.559479642054,2019-04-29 16:15:00
"FRCH",135.259728180755,2019-04-29 16:30:00
"FRCH",138.488069629446,2019-04-29 16:45:00
"FRCH",135.885849517151,2019-04-29 17:00:00
"FRCH",141.683832822566,2019-04-29 17:15:00
"FRCH",142.440267181247,2019-04-29 17:30:00
"FRCH",138.520647885018,2019-04-29 17:45:00
"FRCH",130.153022722878,2019-04-29 18:00:00
"FRCH",131.43784365124,2019-04-29 18:15:00
"FRCH",136.544549109117,2019-04-29 18:30:00
"FRCH",131.405265395669,2019-04-29 18:45:00
"FRCH",135.951006028293,2019-04-29 19:00:00
"FRCH",132.722664579602,2019-04-29 19:15:00
"FRCH",132.755242835173,2019-04-29 19:30:00
"FRCH",141.716411078138,2019-04-29 19:45:00
"FRCH",150.116614495849,2019-04-29 20:00:00
"FRCH",150.084036240277,2019-04-29 20:15:00
"FRCH",146.888273047158,2019-04-29 20:30:00
"FRCH",146.888273047158,2019-04-29 20:45:00
"FRCH",149.392758392739,2019-04-29 21:00:00
"FRCH",155.882019545693,2019-04-29 21:15:00
"FRCH",153.905920769793,2019-04-29 21:30:00
"FRCH",153.905920769793,2019-04-29 21:45:00
"FRCH",151.36885716864,2019-04-29 22:00:00
"FRCH",150.742735832244,2019-04-29 22:15:00
"FRCH",146.262151710762,2019-04-29 22:30:00
"FRCH",143.692509854038,2019-04-29 22:45:00
"FRCH",139.179347476985,2019-04-29 23:00:00
"FRCH",138.58580439616,2019-04-29 23:15:00
"FRCH",143.098966773214,2019-04-29 23:30:00
"FRCH",145.009909037971,2019-04-29 23:45:00
"FRCH",142.407688925676,2019-04-30
"FRCH",141.122867997313,2019-04-30 00:15:00
"FRCH",141.716411078138,2019-04-30 00:30:00
"FRCH",139.80546881338,2019-04-30 00:45:00
"FRCH",139.838047068951,2019-04-30 01:00:00
"FRCH",138.553226140589,2019-04-30 01:15:00
"FRCH",136.60970562026,2019-04-30 01:30:00
"FRCH",134.040063763536,2019-04-30 01:45:00
"FRCH",134.731341611074,2019-04-30 02:00:00
"FRCH",135.983584283865,2019-04-30 02:15:00
"FRCH",133.381364171569,2019-04-30 02:30:00
"FRCH",132.722664579602,2019-04-30 02:45:00
"FRCH",131.470421906811,2019-04-30 03:00:00
"FRCH",133.41394242714,2019-04-30 03:15:00
"FRCH",132.787821090745,2019-04-30 03:30:00
"FRCH",133.348785915998,2019-04-30 03:45:00
"FRCH",132.129121498778,2019-04-30 04:00:00
"FRCH",136.674862131403,2019-04-30 04:15:00
"FRCH",135.292306436327,2019-04-30 04:30:00
"FRCH",134.666185099931,2019-04-30 04:45:00
"FRCH",136.674862131403,2019-04-30 05:00:00
"FRCH",138.553226140589,2019-04-30 05:15:00
"FRCH",140.496746660918,2019-04-30 05:30:00
"FRCH",142.407688925676,2019-04-30 05:45:00
"FRCH",144.351209446005,2019-04-30 06:00:00
"FRCH",146.920851302729,2019-04-30 06:15:00
"FRCH",143.692509854038,2019-04-30 06:30:00
