"Site","Day","Q"
"FRCH",2022-07-06,545.993611121592
"FRCH",2022-07-07,536.13845200527
"FRCH",2022-07-08,513.423861039698
"FRCH",2022-07-09,501.582482050644
"FRCH",2022-07-10,657.543483962744
"FRCH",2022-07-11,907.521296138446
"FRCH",2022-07-12,743.674197466873
"FRCH",2022-07-13,656.320324296004
"FRCH",2022-07-14,581.303193924757
"FRCH",2022-07-15,525.901785930703
"FRCH",2022-07-16,584.979223145731
"FRCH",2022-07-17,539.535606716775
"FRCH",2022-07-18,627.294949553602
"FRCH",2022-07-19,606.145016830929
"FRCH",2022-07-20,571.658571884488
"FRCH",2022-07-21,524.592825424807
"FRCH",2022-07-22,520.873287361674
"FRCH",2022-07-23,488.548608803346
"FRCH",2022-07-24,428.777567243364
"FRCH",2022-07-25,420.396774279594
"FRCH",2022-07-26,427.16946596411
"FRCH",2022-07-27,413.689934583446
"FRCH",2022-07-28,403.834227591717
"FRCH",2022-07-29,371.915068480717
"FRCH",2022-07-30,365.524995695251
"FRCH",2022-07-31,381.697186693647
"FRCH",2022-08-01,377.23732370827
"FRCH",2022-08-02,376.650435054095
"FRCH",2022-08-03,366.424180540873
"FRCH",2022-08-04,325.869834185435
"FRCH",2022-08-05,375.750043158345
"FRCH",2022-08-06,471.531361683911
"FRCH",2022-08-07,462.828139106732
"FRCH",2022-08-08,419.189346005853
"FRCH",2022-08-09,424.998221229211
"FRCH",2022-08-10,385.766959889003
"FRCH",2022-08-11,349.681354197048
"FRCH",2022-08-12,354.384396830325
"FRCH",2022-08-13,341.58560921269
"FRCH",2022-08-14,325.419652912098
"FRCH",2022-08-15,306.34008826341
"FRCH",2022-08-16,302.711496486676
"FRCH",2022-08-17,294.755660288155
"FRCH",2022-08-18,284.477256302007
"FRCH",2022-08-19,300.964992622311
"FRCH",2022-08-20,268.798884523443
"FRCH",2022-08-21,262.808122442891
"FRCH",2022-08-22,266.324364801963
"FRCH",2022-08-23,253.850380327422
"FRCH",2022-08-24,260.862171933011
"FRCH",2022-08-25,254.575938856852
"FRCH",2022-08-26,249.615438462598
"FRCH",2022-08-27,253.285436940752
"FRCH",2022-08-28,249.542315295923
"FRCH",2022-08-29,263.503203029426
"FRCH",2022-08-30,259.043042348492
"FRCH",2022-08-31,231.486806487683
"FRCH",2022-09-01,210.135593755456
"FRCH",2022-09-02,219.342477380256
"FRCH",2022-09-03,218.735158980743
"FRCH",2022-09-04,259.484072475467
"FRCH",2022-09-05,241.449385979031
"FRCH",2022-09-06,197.022595239878
"FRCH",2022-09-07,206.803194719821
"FRCH",2022-09-08,190.227820394348
"FRCH",2022-09-09,231.64694859761
"FRCH",2022-09-10,228.211460017079
"FRCH",2022-09-11,182.715434730596
"FRCH",2022-09-12,182.433723366662
"FRCH",2022-09-13,183.397673064031
"FRCH",2022-09-14,240.924167458019
"FRCH",2022-09-15,358.44024112285
"FRCH",2022-09-16,314.575583741104
"FRCH",2022-09-17,280.765463784472
"FRCH",2022-09-18,270.089426105338
"FRCH",2022-09-19,237.440205783203
"FRCH",2022-09-20,354.045958113277
"FRCH",2022-09-21,327.571168176607
"FRCH",2022-09-22,383.591570221878
"FRCH",2022-09-23,346.750075076976
"FRCH",2022-09-24,298.354476075443
"FRCH",2022-09-25,268.730986840386
"FRCH",2022-09-26,233.401842316069
"FRCH",2022-09-27,252.886488840092
"FRCH",2022-09-28,195.412317424276
"FRCH",2022-09-29,184.359705645106
"FRCH",2022-09-30,178.792477726962
"FRCH",2022-10-01,175.792589532003
"FRCH",2022-10-02,162.235688822856
"FRCH",2022-10-03,140.402489276388
"FRCH",2022-10-04,126.103113202152
"FRCH",2022-10-05,137.875582035229
"FRCH",2022-10-06,137.725084772677
"FRCH",2022-10-07,141.112944542993
"FRCH",2022-10-08,139.774608841833
"FRCH",2022-10-09,217.4263747561
"FRCH",2022-10-10,NA
"FRCH",2022-10-11,NA
"MOOS",2022-05-09,NA
"MOOS",2022-05-10,NA
"MOOS",2022-05-11,NA
"MOOS",2022-05-12,NA
"MOOS",2022-05-13,NA
"MOOS",2022-05-14,NA
"MOOS",2022-05-15,NA
"MOOS",2022-05-16,NA
"MOOS",2022-05-17,NA
"MOOS",2022-05-18,NA
"MOOS",2022-05-19,NA
"MOOS",2022-05-20,NA
"MOOS",2022-05-21,NA
"MOOS",2022-05-22,NA
"MOOS",2022-05-23,NA
"MOOS",2022-05-24,NA
"MOOS",2022-05-25,4452.98123403094
"MOOS",2022-05-26,4255.26909248989
"MOOS",2022-05-27,4030.39707344628
"MOOS",2022-05-28,3839.50453805941
"MOOS",2022-05-29,3649.73608351182
"MOOS",2022-05-30,3423.94097723848
"MOOS",2022-05-31,3238.86869973066
"MOOS",2022-06-01,3103.66424474084
"MOOS",2022-06-02,2937.28675203099
"MOOS",2022-06-03,2801.27996030409
"MOOS",2022-06-04,2679.96301022823
"MOOS",2022-06-05,2534.30794014264
"MOOS",2022-06-06,2418.78220633503
"MOOS",2022-06-07,2318.52383515039
"MOOS",2022-06-08,2226.12780344811
"MOOS",2022-06-09,2195.06594029787
"MOOS",2022-06-10,2179.64462911439
"MOOS",2022-06-11,2185.41116867119
"MOOS",2022-06-12,2097.22150546886
"MOOS",2022-06-13,2056.06302695546
"MOOS",2022-06-14,2035.64969738322
"MOOS",2022-06-15,2134.10299104379
"MOOS",2022-06-16,2045.10903141695
"MOOS",2022-06-17,1992.09796164711
"MOOS",2022-06-18,2031.30907901928
"MOOS",2022-06-19,2019.56556432972
"MOOS",2022-06-20,2129.05020795604
"MOOS",2022-06-21,2054.13891486817
"MOOS",2022-06-22,2019.71575934055
"MOOS",2022-06-23,1919.33689718068
"MOOS",2022-06-24,1891.27959660492
"MOOS",2022-06-25,1743.56276245802
"MOOS",2022-06-26,1736.95165799182
"MOOS",2022-06-27,1683.01809508558
"MOOS",2022-06-28,1605.47330944903
"MOOS",2022-06-29,1589.8306049559
"MOOS",2022-06-30,1535.34622709969
"MOOS",2022-07-01,1526.02904939241
"MOOS",2022-07-02,1520.80751142428
"MOOS",2022-07-03,1486.98983889517
"MOOS",2022-07-04,1479.08143306979
"MOOS",2022-07-05,1474.94639715994
"MOOS",2022-07-06,1435.00925455836
"MOOS",2022-07-07,1404.77148594838
"MOOS",2022-07-08,1342.04765275785
"MOOS",2022-07-09,1284.66870168964
"MOOS",2022-07-10,1473.20995830018
"MOOS",2022-07-11,1965.85661308727
"MOOS",2022-07-12,1764.28169152066
"MOOS",2022-07-13,1667.44422239754
"MOOS",2022-07-14,1615.77376740248
"MOOS",2022-07-15,1426.78542986968
"MOOS",2022-07-16,1556.39993361777
"MOOS",2022-07-17,1516.8856573516
"MOOS",2022-07-18,1552.75468001763
"MOOS",2022-07-19,1571.22178315327
"MOOS",2022-07-20,1594.75288394601
"MOOS",2022-07-21,1437.52401856211
"MOOS",2022-07-22,1361.60760843989
"MOOS",2022-07-23,NA
"MOOS",2022-07-24,NA
"MOOS",2022-07-25,NA
"MOOS",2022-07-26,NA
"MOOS",2022-07-27,NA
"MOOS",2022-07-28,NA
"MOOS",2022-07-29,NA
"MOOS",2022-07-30,NA
"MOOS",2022-07-31,NA
"MOOS",2022-08-01,NA
"MOOS",2022-08-02,NA
"MOOS",2022-08-03,926.60413797893
"MOOS",2022-08-04,709.031078174655
"MOOS",2022-08-05,720.849320792995
"MOOS",2022-08-06,1156.28347475269
"MOOS",2022-08-07,1260.79647711112
"MOOS",2022-08-08,1095.30924645318
"MOOS",2022-08-09,1166.61931415775
"MOOS",2022-08-10,1145.12515649695
"MOOS",2022-08-11,895.79359956757
"MOOS",2022-08-12,775.808756543106
"MOOS",2022-08-13,726.230061152437
"MOOS",2022-08-14,668.733842562394
"MOOS",2022-08-15,587.062479020228
"MOOS",2022-08-16,638.158788365065
"MOOS",2022-08-17,607.447760852112
"MOOS",2022-08-18,606.742548106251
"MOOS",2022-08-19,687.451862650781
"MOOS",2022-08-20,691.128812412435
"MOOS",2022-08-21,560.976452136539
"MOOS",2022-08-22,546.24418902897
"MOOS",2022-08-23,521.229794078107
"MOOS",2022-08-24,471.069290186436
"MOOS",2022-08-25,488.677846849451
"MOOS",2022-08-26,462.159412513284
"MOOS",2022-08-27,486.888490618356
"MOOS",2022-08-28,517.059259212056
"MOOS",2022-08-29,463.176591888395
"MOOS",2022-08-30,448.707476166811
"MOOS",2022-08-31,398.846231771179
"MOOS",2022-09-01,260.676956184533
"MOOS",2022-09-02,234.705320545582
"MOOS",2022-09-03,263.176452030639
"MOOS",2022-09-04,448.111476661686
"MOOS",2022-09-05,542.318837302342
"MOOS",2022-09-06,341.444872431828
"MOOS",2022-09-07,336.657720089131
"MOOS",2022-09-08,247.07478048925
"MOOS",2022-09-09,375.812358734334
"MOOS",2022-09-10,496.832907376554
"MOOS",2022-09-11,342.136654632726
"MOOS",2022-09-12,309.418182382843
"MOOS",2022-09-13,301.691195421237
"MOOS",2022-09-14,464.899764294313
"MOOS",2022-09-15,1033.91064728523
"MOOS",2022-09-16,1149.4042985079
"MOOS",2022-09-17,908.804201174361
"MOOS",2022-09-18,778.245999183668
"MOOS",2022-09-19,631.153200211973
"MOOS",2022-09-20,1048.10185990055
"MOOS",2022-09-21,1193.95278822773
"MOOS",2022-09-22,1286.54979693575
"MOOS",2022-09-23,1219.50512702295
"MOOS",2022-09-24,1006.0492273639
"MOOS",2022-09-25,862.708014568579
"MOOS",2022-09-26,701.513941162418
"MOOS",2022-09-27,801.751149647169
"MOOS",2022-09-28,720.161926892491
"MOOS",2022-09-29,727.725882098182
"MOOS",2022-09-30,688.643091799568
"MOOS",2022-10-01,628.266546340508
"MOOS",2022-10-02,564.867005460581
"MOOS",2022-10-03,473.612385246895
"MOOS",2022-10-04,403.17437648811
"MOOS",2022-10-05,417.94504678656
"MOOS",2022-10-06,408.5331402684
"MOOS",2022-10-07,428.389755239271
"MOOS",2022-10-08,NA
"MOOS",2022-10-09,NA
"MOOS",2022-10-10,NA
"MOOS",2022-10-11,NA
"POKE",2022-05-09,NA
"POKE",2022-05-10,NA
"POKE",2022-05-11,NA
"POKE",2022-05-12,NA
"POKE",2022-05-13,NA
"POKE",2022-05-14,NA
"POKE",2022-05-15,NA
"POKE",2022-05-16,NA
"POKE",2022-05-17,NA
"POKE",2022-05-18,719.608530695749
"POKE",2022-05-19,753.648464611529
"POKE",2022-05-20,937.725880548613
"POKE",2022-05-21,1181.83375762522
"POKE",2022-05-22,1245.13380266198
"POKE",2022-05-23,1049.84978117317
"POKE",2022-05-24,874.308704496057
"POKE",2022-05-25,834.880513344928
"POKE",2022-05-26,846.714926463962
"POKE",2022-05-27,830.995540128266
"POKE",2022-05-28,757.099789775847
"POKE",2022-05-29,701.474487781076
"POKE",2022-05-30,633.400103673036
"POKE",2022-05-31,592.353475775854
"POKE",2022-06-01,563.985146286633
"POKE",2022-06-02,539.04384500535
"POKE",2022-06-03,522.878059752242
"POKE",2022-06-04,510.243076230191
"POKE",2022-06-05,485.976856256292
"POKE",2022-06-06,469.334974761766
"POKE",2022-06-07,467.409690047465
"POKE",2022-06-08,451.316031972128
"POKE",2022-06-09,442.061831096387
"POKE",2022-06-10,437.9221022855
"POKE",2022-06-11,436.088061124306
"POKE",2022-06-12,424.446087727408
"POKE",2022-06-13,421.337106423449
"POKE",2022-06-14,412.071229787417
"POKE",2022-06-15,404.524090087054
"POKE",2022-06-16,406.969387240643
"POKE",2022-06-17,410.772739456252
"POKE",2022-06-18,406.131735612073
"POKE",2022-06-19,398.197496269241
"POKE",2022-06-20,399.730294460988
"POKE",2022-06-21,396.247401214864
"POKE",2022-06-22,390.671243102645
"POKE",2022-06-23,383.472153973069
"POKE",2022-06-24,376.154262621175
"POKE",2022-06-25,378.375282969772
"POKE",2022-06-26,377.800282068326
"POKE",2022-06-27,377.606527303191
"POKE",2022-06-28,372.835549540654
"POKE",2022-06-29,370.530761916549
"POKE",2022-06-30,367.878493366129
"POKE",2022-07-01,371.747280078011
"POKE",2022-07-02,373.152077789041
"POKE",2022-07-03,369.864797609862
"POKE",2022-07-04,373.373206195408
"POKE",2022-07-05,385.888869346404
"POKE",2022-07-06,415.259959138255
"POKE",2022-07-07,408.037914127417
"POKE",2022-07-08,410.493686496551
"POKE",2022-07-09,406.65916214305
"POKE",2022-07-10,439.616724355384
"POKE",2022-07-11,426.028892447639
"POKE",2022-07-12,439.719313635736
"POKE",2022-07-13,409.497366034251
"POKE",2022-07-14,412.750139869337
"POKE",2022-07-15,409.310802404776
"POKE",2022-07-16,478.241280811113
"POKE",2022-07-17,463.501219219961
"POKE",2022-07-18,469.031658803793
"POKE",2022-07-19,470.093245631398
"POKE",2022-07-20,432.15812863543
"POKE",2022-07-21,419.387940279783
"POKE",2022-07-22,417.774342107156
"POKE",2022-07-23,NA
"POKE",2022-07-24,NA
"POKE",2022-07-25,NA
"POKE",2022-07-26,NA
"POKE",2022-07-27,NA
"POKE",2022-07-28,NA
"POKE",2022-07-29,NA
"POKE",2022-07-30,NA
"POKE",2022-07-31,NA
"POKE",2022-08-01,NA
"POKE",2022-08-02,337.195906949079
"POKE",2022-08-03,336.835947299176
"POKE",2022-08-04,340.410352551064
"POKE",2022-08-05,334.645878796739
"POKE",2022-08-06,334.433821158883
"POKE",2022-08-07,333.710241243794
"POKE",2022-08-08,332.920539081631
"POKE",2022-08-09,332.17021066782
"POKE",2022-08-10,332.310328318337
"POKE",2022-08-11,337.577334843265
"POKE",2022-08-12,335.489109371888
"POKE",2022-08-13,334.89831699528
"POKE",2022-08-14,333.223839360756
"POKE",2022-08-15,331.942423846934
"POKE",2022-08-16,331.528891849027
"POKE",2022-08-17,333.665724540124
"POKE",2022-08-18,330.1956073434
"POKE",2022-08-19,328.678470075234
"POKE",2022-08-20,332.208189468818
"POKE",2022-08-21,331.922489172493
"POKE",2022-08-22,331.879719980646
"POKE",2022-08-23,330.86691661304
"POKE",2022-08-24,330.795446339267
"POKE",2022-08-25,331.839331304065
"POKE",2022-08-26,331.136425651558
"POKE",2022-08-27,331.046458362102
"POKE",2022-08-28,331.304898202286
"POKE",2022-08-29,336.367096261081
"POKE",2022-08-30,344.338895371488
"POKE",2022-08-31,340.637477440232
"POKE",2022-09-01,338.786215157717
"POKE",2022-09-02,340.869855543652
"POKE",2022-09-03,340.425336284662
"POKE",2022-09-04,357.542604860585
"POKE",2022-09-05,349.977828916323
"POKE",2022-09-06,343.553744100518
"POKE",2022-09-07,341.776069534574
"POKE",2022-09-08,343.966790312484
"POKE",2022-09-09,366.967284403606
"POKE",2022-09-10,378.181267923338
"POKE",2022-09-11,366.784217768056
"POKE",2022-09-12,360.139224431023
"POKE",2022-09-13,358.605166757914
"POKE",2022-09-14,375.737901277898
"POKE",2022-09-15,392.925616981651
"POKE",2022-09-16,374.877910369225
"POKE",2022-09-17,368.126250651749
"POKE",2022-09-18,369.25139437675
"POKE",2022-09-19,363.367868886645
"POKE",2022-09-20,373.547542409612
"POKE",2022-09-21,360.828005289786
"POKE",2022-09-22,360.686346369894
"POKE",2022-09-23,356.693801806691
"POKE",2022-09-24,351.887941460227
"POKE",2022-09-25,356.285725964099
"POKE",2022-09-26,350.576529201801
"POKE",2022-09-27,363.04696624527
"POKE",2022-09-28,359.415555414861
"POKE",2022-09-29,357.72364225416
"POKE",2022-09-30,353.674476810859
"POKE",2022-10-01,352.158886000053
"POKE",2022-10-02,366.087066263967
"POKE",2022-10-03,357.550762143445
"POKE",2022-10-04,355.612060517487
"POKE",2022-10-05,353.099239446481
"POKE",2022-10-06,352.614723300961
"POKE",2022-10-07,NA
"POKE",2022-10-08,NA
"POKE",2022-10-09,NA
"POKE",2022-10-10,NA
"POKE",2022-10-11,NA
"STRT",2022-04-30,NA
"STRT",2022-05-01,NA
"STRT",2022-05-02,NA
"STRT",2022-05-03,NA
"STRT",2022-05-04,NA
"STRT",2022-05-05,NA
"STRT",2022-05-06,NA
"STRT",2022-05-07,NA
"STRT",2022-05-08,NA
"STRT",2022-05-09,NA
"STRT",2022-05-10,NA
"STRT",2022-05-11,NA
"STRT",2022-05-12,NA
"STRT",2022-05-13,NA
"STRT",2022-05-14,NA
"STRT",2022-05-15,NA
"STRT",2022-05-16,NA
"STRT",2022-05-17,NA
"STRT",2022-05-18,NA
"STRT",2022-05-19,NA
"STRT",2022-05-20,NA
"STRT",2022-05-21,NA
"STRT",2022-05-22,NA
"STRT",2022-05-23,NA
"STRT",2022-05-24,NA
"STRT",2022-05-25,NA
"STRT",2022-05-26,NA
"STRT",2022-05-27,NA
"STRT",2022-05-28,NA
"STRT",2022-05-29,NA
"STRT",2022-05-30,NA
"STRT",2022-05-31,NA
"STRT",2022-06-01,NA
"STRT",2022-06-02,NA
"STRT",2022-06-03,NA
"STRT",2022-06-04,2540.68463010788
"STRT",2022-06-05,2241.57755600606
"STRT",2022-06-06,2020.62859155403
"STRT",2022-06-07,1798.8851507335
"STRT",2022-06-08,1613.10282664689
"STRT",2022-06-09,1525.35489092047
"STRT",2022-06-10,1487.97036088462
"STRT",2022-06-11,1467.36081213726
"STRT",2022-06-12,1361.06722817146
"STRT",2022-06-13,1302.1103806171
"STRT",2022-06-14,1268.19704756581
"STRT",2022-06-15,1313.27059721294
"STRT",2022-06-16,1174.03231893487
"STRT",2022-06-17,1180.87433969617
"STRT",2022-06-18,1175.63659165534
"STRT",2022-06-19,1116.26578505109
"STRT",2022-06-20,1108.17910399271
"STRT",2022-06-21,1101.60173715439
"STRT",2022-06-22,1066.87928746472
"STRT",2022-06-23,1048.20026948812
"STRT",2022-06-24,1013.83668468684
"STRT",2022-06-25,960.194108341429
"STRT",2022-06-26,936.069935661057
"STRT",2022-06-27,909.588691645111
"STRT",2022-06-28,868.045199708489
"STRT",2022-06-29,863.445511773583
"STRT",2022-06-30,846.321561693802
"STRT",2022-07-01,843.163944932842
"STRT",2022-07-02,836.67358891102
"STRT",2022-07-03,817.413689151957
"STRT",2022-07-04,816.83152987292
"STRT",2022-07-05,820.229398065201
"STRT",2022-07-06,808.185843319672
"STRT",2022-07-07,815.782985516357
"STRT",2022-07-08,860.031884050379
"STRT",2022-07-09,903.293440996588
"STRT",2022-07-10,973.200780205657
"STRT",2022-07-11,1090.49277644373
"STRT",2022-07-12,1032.40768697224
"STRT",2022-07-13,996.51298155769
"STRT",2022-07-14,957.225878467322
"STRT",2022-07-15,924.696364927431
"STRT",2022-07-16,1018.13758696275
"STRT",2022-07-17,975.685629227968
"STRT",2022-07-18,1015.5400295141
"STRT",2022-07-19,984.230910671012
"STRT",2022-07-20,963.791590176772
"STRT",2022-07-21,928.659490062133
"STRT",2022-07-22,936.726195631842
"STRT",2022-07-23,NA
"STRT",2022-07-24,NA
"STRT",2022-07-25,NA
"STRT",2022-07-26,NA
"STRT",2022-07-27,NA
"STRT",2022-07-28,NA
"STRT",2022-07-29,NA
"STRT",2022-07-30,NA
"STRT",2022-07-31,NA
"STRT",2022-08-01,NA
"STRT",2022-08-02,NA
"STRT",2022-08-03,NA
"STRT",2022-08-04,NA
"STRT",2022-08-05,NA
"STRT",2022-08-06,NA
"STRT",2022-08-07,NA
"STRT",2022-08-08,NA
"STRT",2022-08-09,NA
"STRT",2022-08-10,NA
"STRT",2022-08-11,801.554621002255
"STRT",2022-08-12,788.593011602269
"STRT",2022-08-13,782.019678526672
"STRT",2022-08-14,767.534749323195
"STRT",2022-08-15,753.760522415975
"STRT",2022-08-16,757.730233991918
"STRT",2022-08-17,762.316406547904
"STRT",2022-08-18,745.776185233817
"STRT",2022-08-19,754.065963183811
"STRT",2022-08-20,745.266116096204
"STRT",2022-08-21,738.763712678446
"STRT",2022-08-22,738.914830458459
"STRT",2022-08-23,743.018730698241
"STRT",2022-08-24,738.342071031907
"STRT",2022-08-25,745.494112442112
"STRT",2022-08-26,744.080866421096
"STRT",2022-08-27,776.273696007538
"STRT",2022-08-28,769.493196155442
"STRT",2022-08-29,761.586841974283
"STRT",2022-08-30,794.643164701401
"STRT",2022-08-31,787.340573696904
"STRT",2022-09-01,765.593692178642
"STRT",2022-09-02,755.942904789601
"STRT",2022-09-03,738.607944531585
"STRT",2022-09-04,842.176370757528
"STRT",2022-09-05,859.078435694924
"STRT",2022-09-06,790.225827099227
"STRT",2022-09-07,764.531148581121
"STRT",2022-09-08,751.80354055762
"STRT",2022-09-09,765.753294640396
"STRT",2022-09-10,758.993483738184
"STRT",2022-09-11,737.960934047763
"STRT",2022-09-12,734.332372359039
"STRT",2022-09-13,733.130164791248
"STRT",2022-09-14,742.866007079402
"STRT",2022-09-15,755.373022575895
"STRT",2022-09-16,746.794005089866
"STRT",2022-09-17,743.929412675286
"STRT",2022-09-18,740.695901080915
"STRT",2022-09-19,731.702929423018
"STRT",2022-09-20,782.507706075824
"STRT",2022-09-21,766.587694115911
"STRT",2022-09-22,809.777067754019
"STRT",2022-09-23,781.400495608194
"STRT",2022-09-24,772.685532124894
"STRT",2022-09-25,764.483141492576
"STRT",2022-09-26,738.334352170355
"STRT",2022-09-27,748.339679997989
"STRT",2022-09-28,736.160419954943
"STRT",2022-09-29,734.577146315424
"STRT",2022-09-30,730.330118320491
"STRT",2022-10-01,728.858703566119
"STRT",2022-10-02,726.973027927154
"STRT",2022-10-03,727.589908809299
"STRT",2022-10-04,730.196436888602
"STRT",2022-10-05,731.766731050421
"STRT",2022-10-06,730.068736048454
"STRT",2022-10-07,729.865445793371
"STRT",2022-10-08,NA
"STRT",2022-10-09,NA
"STRT",2022-10-10,NA
"STRT",2022-10-11,NA
"VAUL",2022-05-09,NA
"VAUL",2022-05-10,NA
"VAUL",2022-05-11,NA
"VAUL",2022-05-12,NA
"VAUL",2022-05-13,NA
"VAUL",2022-05-14,NA
"VAUL",2022-05-15,NA
"VAUL",2022-05-16,NA
"VAUL",2022-05-17,NA
"VAUL",2022-05-18,NA
"VAUL",2022-05-19,NA
"VAUL",2022-05-20,NA
"VAUL",2022-05-21,NA
"VAUL",2022-05-22,NA
"VAUL",2022-05-23,NA
"VAUL",2022-05-24,NA
"VAUL",2022-05-25,NA
"VAUL",2022-05-26,555.541717622022
"VAUL",2022-05-27,541.084300269439
"VAUL",2022-05-28,528.842168749138
"VAUL",2022-05-29,490.791086126464
"VAUL",2022-05-30,172.065476423723
"VAUL",2022-05-31,100.030020566663
"VAUL",2022-06-01,86.2032436730349
"VAUL",2022-06-02,77.5701217844305
"VAUL",2022-06-03,70.5704221544017
"VAUL",2022-06-04,67.4077234902855
"VAUL",2022-06-05,61.0327131454679
"VAUL",2022-06-06,NA
"VAUL",2022-06-07,NA
"VAUL",2022-06-08,NA
"VAUL",2022-06-09,NA
"VAUL",2022-06-10,NA
"VAUL",2022-06-11,NA
"VAUL",2022-06-12,NA
"VAUL",2022-06-13,NA
"VAUL",2022-06-14,NA
"VAUL",2022-06-15,NA
"VAUL",2022-06-16,NA
"VAUL",2022-06-17,NA
"VAUL",2022-06-18,NA
"VAUL",2022-06-19,NA
"VAUL",2022-06-20,NA
"VAUL",2022-06-21,NA
"VAUL",2022-06-22,NA
"VAUL",2022-06-23,NA
"VAUL",2022-06-24,NA
"VAUL",2022-06-25,NA
"VAUL",2022-06-26,NA
"VAUL",2022-06-27,NA
"VAUL",2022-06-28,NA
"VAUL",2022-06-29,NA
"VAUL",2022-06-30,NA
"VAUL",2022-07-01,NA
"VAUL",2022-07-02,NA
"VAUL",2022-07-03,NA
"VAUL",2022-07-04,NA
"VAUL",2022-07-05,NA
"VAUL",2022-07-06,NA
"VAUL",2022-07-07,NA
"VAUL",2022-07-08,NA
"VAUL",2022-07-09,NA
"VAUL",2022-07-10,NA
"VAUL",2022-07-11,NA
"VAUL",2022-07-12,NA
"VAUL",2022-07-13,NA
"VAUL",2022-07-14,NA
"VAUL",2022-07-15,NA
"VAUL",2022-07-16,NA
"VAUL",2022-07-17,NA
"VAUL",2022-07-18,NA
"VAUL",2022-07-19,NA
"VAUL",2022-07-20,NA
"VAUL",2022-07-21,NA
"VAUL",2022-07-22,NA
"VAUL",2022-07-23,NA
"VAUL",2022-07-24,NA
"VAUL",2022-07-25,NA
"VAUL",2022-07-26,NA
"VAUL",2022-07-27,NA
"VAUL",2022-07-28,NA
"VAUL",2022-07-29,NA
"VAUL",2022-07-30,NA
"VAUL",2022-07-31,NA
"VAUL",2022-08-01,NA
"VAUL",2022-08-02,78.1186926135521
"VAUL",2022-08-03,94.7488198684348
"VAUL",2022-08-04,84.073921986165
"VAUL",2022-08-05,86.0255442614534
"VAUL",2022-08-06,93.4960829794777
"VAUL",2022-08-07,98.1233057283089
"VAUL",2022-08-08,103.038246395885
"VAUL",2022-08-09,111.669249472567
"VAUL",2022-08-10,108.732650962504
"VAUL",2022-08-11,102.212105749352
"VAUL",2022-08-12,93.6769365750331
"VAUL",2022-08-13,88.3289861873884
"VAUL",2022-08-14,78.8141482202777
"VAUL",2022-08-15,77.0086367762346
"VAUL",2022-08-16,90.7403743745173
"VAUL",2022-08-17,87.4538755893147
"VAUL",2022-08-18,80.9858607890147
"VAUL",2022-08-19,87.7596497064857
"VAUL",2022-08-20,85.8125649055145
"VAUL",2022-08-21,84.0999712416669
"VAUL",2022-08-22,82.758030880476
"VAUL",2022-08-23,77.0181637794321
"VAUL",2022-08-24,71.1424094538643
"VAUL",2022-08-25,68.7812725185535
"VAUL",2022-08-26,68.5575270194293
"VAUL",2022-08-27,69.790445449384
"VAUL",2022-08-28,69.4609412601323
"VAUL",2022-08-29,71.7828250856847
"VAUL",2022-08-30,94.4700431267673
"VAUL",2022-08-31,96.3988479748331
"VAUL",2022-09-01,90.6950801824856
"VAUL",2022-09-02,84.0032573304924
"VAUL",2022-09-03,79.5769447711495
