"","Site","Q","DateTimeAK"
"1","FRCH",NA,2015-05-14 00:00:00
"2","FRCH",NA,2015-05-14 00:15:00
"3","FRCH",NA,2015-05-14 00:30:00
"4","FRCH",NA,2015-05-14 00:45:00
"5","FRCH",NA,2015-05-14 01:00:00
"6","FRCH",NA,2015-05-14 01:15:00
"7","FRCH",NA,2015-05-14 01:30:00
"8","FRCH",NA,2015-05-14 01:45:00
"9","FRCH",NA,2015-05-14 02:00:00
"10","FRCH",NA,2015-05-14 02:15:00
"11","FRCH",NA,2015-05-14 02:30:00
"12","FRCH",NA,2015-05-14 02:45:00
"13","FRCH",NA,2015-05-14 03:00:00
"14","FRCH",NA,2015-05-14 03:15:00
"15","FRCH",NA,2015-05-14 03:30:00
"16","FRCH",NA,2015-05-14 03:45:00
"17","FRCH",NA,2015-05-14 04:00:00
"18","FRCH",NA,2015-05-14 04:15:00
"19","FRCH",NA,2015-05-14 04:30:00
"20","FRCH",NA,2015-05-14 04:45:00
"21","FRCH",NA,2015-05-14 05:00:00
"22","FRCH",NA,2015-05-14 05:15:00
"23","FRCH",NA,2015-05-14 05:30:00
"24","FRCH",NA,2015-05-14 05:45:00
"25","FRCH",NA,2015-05-14 06:00:00
"26","FRCH",NA,2015-05-14 06:15:00
"27","FRCH",NA,2015-05-14 06:30:00
"28","FRCH",NA,2015-05-14 06:45:00
"29","FRCH",NA,2015-05-14 07:00:00
"30","FRCH",NA,2015-05-14 07:15:00
"31","FRCH",NA,2015-05-14 07:30:00
"32","FRCH",NA,2015-05-14 07:45:00
"33","FRCH",NA,2015-05-14 08:00:00
"34","FRCH",NA,2015-05-14 08:15:00
"35","FRCH",NA,2015-05-14 08:30:00
"36","FRCH",NA,2015-05-14 08:45:00
"37","FRCH",NA,2015-05-14 09:00:00
"38","FRCH",NA,2015-05-14 09:15:00
"39","FRCH",NA,2015-05-14 09:30:00
"40","FRCH",NA,2015-05-14 09:45:00
"41","FRCH",NA,2015-05-14 10:00:00
"42","FRCH",NA,2015-05-14 10:15:00
"43","FRCH",NA,2015-05-14 10:30:00
"44","FRCH",NA,2015-05-14 10:45:00
"45","FRCH",NA,2015-05-14 11:00:00
"46","FRCH",NA,2015-05-14 11:15:00
"47","FRCH",NA,2015-05-14 11:30:00
"48","FRCH",NA,2015-05-14 11:45:00
"49","FRCH",NA,2015-05-14 12:00:00
"50","FRCH",NA,2015-05-14 12:15:00
"51","FRCH",NA,2015-05-14 12:30:00
"52","FRCH",NA,2015-05-14 12:45:00
"53","FRCH",NA,2015-05-14 13:00:00
"54","FRCH",NA,2015-05-14 13:15:00
"55","FRCH",NA,2015-05-14 13:30:00
"56","FRCH",NA,2015-05-14 13:45:00
"57","FRCH",NA,2015-05-14 14:00:00
"58","FRCH",NA,2015-05-14 14:15:00
"59","FRCH",NA,2015-05-14 14:30:00
"60","FRCH",NA,2015-05-14 14:45:00
"61","FRCH",NA,2015-05-14 15:00:00
"62","FRCH",NA,2015-05-14 15:15:00
"63","FRCH",NA,2015-05-14 15:30:00
"64","FRCH",NA,2015-05-14 15:45:00
"65","FRCH",NA,2015-05-14 16:00:00
"66","FRCH",NA,2015-05-14 16:15:00
"67","FRCH",NA,2015-05-14 16:30:00
"68","FRCH",NA,2015-05-14 16:45:00
"69","FRCH",NA,2015-05-14 17:00:00
"70","FRCH",NA,2015-05-14 17:15:00
"71","FRCH",NA,2015-05-14 17:30:00
"72","FRCH",NA,2015-05-14 17:45:00
"73","FRCH",NA,2015-05-14 18:00:00
"74","FRCH",NA,2015-05-14 18:15:00
"75","FRCH",NA,2015-05-14 18:30:00
"76","FRCH",NA,2015-05-14 18:45:00
"77","FRCH",NA,2015-05-14 19:00:00
"78","FRCH",NA,2015-05-14 19:15:00
"79","FRCH",NA,2015-05-14 19:30:00
"80","FRCH",NA,2015-05-14 19:45:00
"81","FRCH",NA,2015-05-14 20:00:00
"82","FRCH",NA,2015-05-14 20:15:00
"83","FRCH",NA,2015-05-14 20:30:00
"84","FRCH",NA,2015-05-14 20:45:00
"85","FRCH",NA,2015-05-14 21:00:00
"86","FRCH",NA,2015-05-14 21:15:00
"87","FRCH",NA,2015-05-14 21:30:00
"88","FRCH",NA,2015-05-14 21:45:00
"89","FRCH",NA,2015-05-14 22:00:00
"90","FRCH",NA,2015-05-14 22:15:00
"91","FRCH",NA,2015-05-14 22:30:00
"92","FRCH",NA,2015-05-14 22:45:00
"93","FRCH",NA,2015-05-14 23:00:00
"94","FRCH",NA,2015-05-14 23:15:00
"95","FRCH",NA,2015-05-14 23:30:00
"96","FRCH",NA,2015-05-14 23:45:00
"97","FRCH",NA,2015-05-15 00:00:00
"98","FRCH",NA,2015-05-15 00:15:00
"99","FRCH",NA,2015-05-15 00:30:00
"100","FRCH",NA,2015-05-15 00:45:00
"101","FRCH",NA,2015-05-15 01:00:00
"102","FRCH",NA,2015-05-15 01:15:00
"103","FRCH",NA,2015-05-15 01:30:00
"104","FRCH",NA,2015-05-15 01:45:00
"105","FRCH",NA,2015-05-15 02:00:00
"106","FRCH",NA,2015-05-15 02:15:00
"107","FRCH",NA,2015-05-15 02:30:00
"108","FRCH",NA,2015-05-15 02:45:00
"109","FRCH",NA,2015-05-15 03:00:00
"110","FRCH",NA,2015-05-15 03:15:00
"111","FRCH",NA,2015-05-15 03:30:00
"112","FRCH",NA,2015-05-15 03:45:00
"113","FRCH",NA,2015-05-15 04:00:00
"114","FRCH",NA,2015-05-15 04:15:00
"115","FRCH",NA,2015-05-15 04:30:00
"116","FRCH",NA,2015-05-15 04:45:00
"117","FRCH",NA,2015-05-15 05:00:00
"118","FRCH",NA,2015-05-15 05:15:00
"119","FRCH",NA,2015-05-15 05:30:00
"120","FRCH",NA,2015-05-15 05:45:00
"121","FRCH",NA,2015-05-15 06:00:00
"122","FRCH",NA,2015-05-15 06:15:00
"123","FRCH",NA,2015-05-15 06:30:00
"124","FRCH",NA,2015-05-15 06:45:00
"125","FRCH",NA,2015-05-15 07:00:00
"126","FRCH",NA,2015-05-15 07:15:00
"127","FRCH",NA,2015-05-15 07:30:00
"128","FRCH",NA,2015-05-15 07:45:00
"129","FRCH",NA,2015-05-15 08:00:00
"130","FRCH",NA,2015-05-15 08:15:00
"131","FRCH",NA,2015-05-15 08:30:00
"132","FRCH",NA,2015-05-15 08:45:00
"133","FRCH",NA,2015-05-15 09:00:00
"134","FRCH",NA,2015-05-15 09:15:00
"135","FRCH",NA,2015-05-15 09:30:00
"136","FRCH",NA,2015-05-15 09:45:00
"137","FRCH",NA,2015-05-15 10:00:00
"138","FRCH",NA,2015-05-15 10:15:00
"139","FRCH",NA,2015-05-15 10:30:00
"140","FRCH",NA,2015-05-15 10:45:00
"141","FRCH",NA,2015-05-15 11:00:00
"142","FRCH",NA,2015-05-15 11:15:00
"143","FRCH",NA,2015-05-15 11:30:00
"144","FRCH",NA,2015-05-15 11:45:00
"145","FRCH",NA,2015-05-15 12:00:00
"146","FRCH",NA,2015-05-15 12:15:00
"147","FRCH",NA,2015-05-15 12:30:00
"148","FRCH",NA,2015-05-15 12:45:00
"149","FRCH",NA,2015-05-15 13:00:00
"150","FRCH",NA,2015-05-15 13:15:00
"151","FRCH",NA,2015-05-15 13:30:00
"152","FRCH",NA,2015-05-15 13:45:00
"153","FRCH",NA,2015-05-15 14:00:00
"154","FRCH",NA,2015-05-15 14:15:00
"155","FRCH",NA,2015-05-15 14:30:00
"156","FRCH",NA,2015-05-15 14:45:00
"157","FRCH",NA,2015-05-15 15:00:00
"158","FRCH",NA,2015-05-15 15:15:00
"159","FRCH",NA,2015-05-15 15:30:00
"160","FRCH",NA,2015-05-15 15:45:00
"161","FRCH",NA,2015-05-15 16:00:00
"162","FRCH",NA,2015-05-15 16:15:00
"163","FRCH",NA,2015-05-15 16:30:00
"164","FRCH",NA,2015-05-15 16:45:00
"165","FRCH",NA,2015-05-15 17:00:00
"166","FRCH",NA,2015-05-15 17:15:00
"167","FRCH",NA,2015-05-15 17:30:00
"168","FRCH",NA,2015-05-15 17:45:00
"169","FRCH",NA,2015-05-15 18:00:00
"170","FRCH",NA,2015-05-15 18:15:00
"171","FRCH",NA,2015-05-15 18:30:00
"172","FRCH",NA,2015-05-15 18:45:00
"173","FRCH",NA,2015-05-15 19:00:00
"174","FRCH",NA,2015-05-15 19:15:00
"175","FRCH",NA,2015-05-15 19:30:00
"176","FRCH",NA,2015-05-15 19:45:00
"177","FRCH",NA,2015-05-15 20:00:00
"178","FRCH",NA,2015-05-15 20:15:00
"179","FRCH",NA,2015-05-15 20:30:00
"180","FRCH",NA,2015-05-15 20:45:00
"181","FRCH",NA,2015-05-15 21:00:00
"182","FRCH",NA,2015-05-15 21:15:00
"183","FRCH",NA,2015-05-15 21:30:00
"184","FRCH",NA,2015-05-15 21:45:00
"185","FRCH",NA,2015-05-15 22:00:00
"186","FRCH",NA,2015-05-15 22:15:00
"187","FRCH",NA,2015-05-15 22:30:00
"188","FRCH",NA,2015-05-15 22:45:00
"189","FRCH",NA,2015-05-15 23:00:00
"190","FRCH",NA,2015-05-15 23:15:00
"191","FRCH",NA,2015-05-15 23:30:00
"192","FRCH",NA,2015-05-15 23:45:00
"193","FRCH",NA,2015-05-16 00:00:00
"194","FRCH",NA,2015-05-16 00:15:00
"195","FRCH",NA,2015-05-16 00:30:00
"196","FRCH",NA,2015-05-16 00:45:00
"197","FRCH",NA,2015-05-16 01:00:00
"198","FRCH",NA,2015-05-16 01:15:00
"199","FRCH",NA,2015-05-16 01:30:00
"200","FRCH",NA,2015-05-16 01:45:00
"201","FRCH",NA,2015-05-16 02:00:00
"202","FRCH",NA,2015-05-16 02:15:00
"203","FRCH",NA,2015-05-16 02:30:00
"204","FRCH",NA,2015-05-16 02:45:00
"205","FRCH",NA,2015-05-16 03:00:00
"206","FRCH",NA,2015-05-16 03:15:00
"207","FRCH",NA,2015-05-16 03:30:00
"208","FRCH",NA,2015-05-16 03:45:00
"209","FRCH",NA,2015-05-16 04:00:00
"210","FRCH",NA,2015-05-16 04:15:00
"211","FRCH",NA,2015-05-16 04:30:00
"212","FRCH",NA,2015-05-16 04:45:00
"213","FRCH",NA,2015-05-16 05:00:00
"214","FRCH",NA,2015-05-16 05:15:00
"215","FRCH",NA,2015-05-16 05:30:00
"216","FRCH",NA,2015-05-16 05:45:00
"217","FRCH",NA,2015-05-16 06:00:00
"218","FRCH",NA,2015-05-16 06:15:00
"219","FRCH",NA,2015-05-16 06:30:00
"220","FRCH",NA,2015-05-16 06:45:00
"221","FRCH",NA,2015-05-16 07:00:00
"222","FRCH",NA,2015-05-16 07:15:00
"223","FRCH",NA,2015-05-16 07:30:00
"224","FRCH",NA,2015-05-16 07:45:00
"225","FRCH",NA,2015-05-16 08:00:00
"226","FRCH",NA,2015-05-16 08:15:00
"227","FRCH",NA,2015-05-16 08:30:00
"228","FRCH",NA,2015-05-16 08:45:00
"229","FRCH",NA,2015-05-16 09:00:00
"230","FRCH",NA,2015-05-16 09:15:00
"231","FRCH",NA,2015-05-16 09:30:00
"232","FRCH",NA,2015-05-16 09:45:00
"233","FRCH",NA,2015-05-16 10:00:00
"234","FRCH",NA,2015-05-16 10:15:00
"235","FRCH",NA,2015-05-16 10:30:00
"236","FRCH",NA,2015-05-16 10:45:00
"237","FRCH",NA,2015-05-16 11:00:00
"238","FRCH",NA,2015-05-16 11:15:00
"239","FRCH",NA,2015-05-16 11:30:00
"240","FRCH",NA,2015-05-16 11:45:00
"241","FRCH",NA,2015-05-16 12:00:00
"242","FRCH",NA,2015-05-16 12:15:00
"243","FRCH",NA,2015-05-16 12:30:00
"244","FRCH",NA,2015-05-16 12:45:00
"245","FRCH",NA,2015-05-16 13:00:00
"246","FRCH",NA,2015-05-16 13:15:00
"247","FRCH",NA,2015-05-16 13:30:00
"248","FRCH",NA,2015-05-16 13:45:00
"249","FRCH",NA,2015-05-16 14:00:00
"250","FRCH",NA,2015-05-16 14:15:00
"251","FRCH",NA,2015-05-16 14:30:00
"252","FRCH",NA,2015-05-16 14:45:00
"253","FRCH",NA,2015-05-16 15:00:00
"254","FRCH",NA,2015-05-16 15:15:00
"255","FRCH",NA,2015-05-16 15:30:00
"256","FRCH",NA,2015-05-16 15:45:00
"257","FRCH",NA,2015-05-16 16:00:00
"258","FRCH",NA,2015-05-16 16:15:00
"259","FRCH",NA,2015-05-16 16:30:00
"260","FRCH",NA,2015-05-16 16:45:00
"261","FRCH",NA,2015-05-16 17:00:00
"262","FRCH",NA,2015-05-16 17:15:00
"263","FRCH",NA,2015-05-16 17:30:00
"264","FRCH",NA,2015-05-16 17:45:00
"265","FRCH",NA,2015-05-16 18:00:00
"266","FRCH",NA,2015-05-16 18:15:00
"267","FRCH",NA,2015-05-16 18:30:00
"268","FRCH",NA,2015-05-16 18:45:00
"269","FRCH",NA,2015-05-16 19:00:00
"270","FRCH",NA,2015-05-16 19:15:00
"271","FRCH",NA,2015-05-16 19:30:00
"272","FRCH",NA,2015-05-16 19:45:00
"273","FRCH",NA,2015-05-16 20:00:00
"274","FRCH",NA,2015-05-16 20:15:00
"275","FRCH",NA,2015-05-16 20:30:00
"276","FRCH",NA,2015-05-16 20:45:00
"277","FRCH",NA,2015-05-16 21:00:00
"278","FRCH",NA,2015-05-16 21:15:00
"279","FRCH",NA,2015-05-16 21:30:00
"280","FRCH",NA,2015-05-16 21:45:00
"281","FRCH",NA,2015-05-16 22:00:00
"282","FRCH",NA,2015-05-16 22:15:00
"283","FRCH",NA,2015-05-16 22:30:00
"284","FRCH",NA,2015-05-16 22:45:00
"285","FRCH",NA,2015-05-16 23:00:00
"286","FRCH",NA,2015-05-16 23:15:00
"287","FRCH",NA,2015-05-16 23:30:00
"288","FRCH",NA,2015-05-16 23:45:00
"289","FRCH",NA,2015-05-17 00:00:00
"290","FRCH",NA,2015-05-17 00:15:00
"291","FRCH",NA,2015-05-17 00:30:00
"292","FRCH",NA,2015-05-17 00:45:00
"293","FRCH",NA,2015-05-17 01:00:00
"294","FRCH",NA,2015-05-17 01:15:00
"295","FRCH",NA,2015-05-17 01:30:00
"296","FRCH",NA,2015-05-17 01:45:00
"297","FRCH",NA,2015-05-17 02:00:00
"298","FRCH",NA,2015-05-17 02:15:00
"299","FRCH",NA,2015-05-17 02:30:00
"300","FRCH",NA,2015-05-17 02:45:00
"301","FRCH",NA,2015-05-17 03:00:00
"302","FRCH",NA,2015-05-17 03:15:00
"303","FRCH",NA,2015-05-17 03:30:00
"304","FRCH",NA,2015-05-17 03:45:00
"305","FRCH",NA,2015-05-17 04:00:00
"306","FRCH",NA,2015-05-17 04:15:00
"307","FRCH",NA,2015-05-17 04:30:00
"308","FRCH",NA,2015-05-17 04:45:00
"309","FRCH",NA,2015-05-17 05:00:00
"310","FRCH",NA,2015-05-17 05:15:00
"311","FRCH",NA,2015-05-17 05:30:00
"312","FRCH",NA,2015-05-17 05:45:00
"313","FRCH",NA,2015-05-17 06:00:00
"314","FRCH",NA,2015-05-17 06:15:00
"315","FRCH",NA,2015-05-17 06:30:00
"316","FRCH",NA,2015-05-17 06:45:00
"317","FRCH",NA,2015-05-17 07:00:00
"318","FRCH",NA,2015-05-17 07:15:00
"319","FRCH",NA,2015-05-17 07:30:00
"320","FRCH",NA,2015-05-17 07:45:00
"321","FRCH",NA,2015-05-17 08:00:00
"322","FRCH",NA,2015-05-17 08:15:00
"323","FRCH",NA,2015-05-17 08:30:00
"324","FRCH",NA,2015-05-17 08:45:00
"325","FRCH",NA,2015-05-17 09:00:00
"326","FRCH",NA,2015-05-17 09:15:00
"327","FRCH",NA,2015-05-17 09:30:00
"328","FRCH",NA,2015-05-17 09:45:00
"329","FRCH",NA,2015-05-17 10:00:00
"330","FRCH",NA,2015-05-17 10:15:00
"331","FRCH",NA,2015-05-17 10:30:00
"332","FRCH",NA,2015-05-17 10:45:00
"333","FRCH",NA,2015-05-17 11:00:00
"334","FRCH",NA,2015-05-17 11:15:00
"335","FRCH",NA,2015-05-17 11:30:00
"336","FRCH",NA,2015-05-17 11:45:00
"337","FRCH",NA,2015-05-17 12:00:00
"338","FRCH",NA,2015-05-17 12:15:00
"339","FRCH",NA,2015-05-17 12:30:00
"340","FRCH",NA,2015-05-17 12:45:00
"341","FRCH",NA,2015-05-17 13:00:00
"342","FRCH",NA,2015-05-17 13:15:00
"343","FRCH",NA,2015-05-17 13:30:00
"344","FRCH",NA,2015-05-17 13:45:00
"345","FRCH",NA,2015-05-17 14:00:00
"346","FRCH",NA,2015-05-17 14:15:00
"347","FRCH",NA,2015-05-17 14:30:00
"348","FRCH",NA,2015-05-17 14:45:00
"349","FRCH",NA,2015-05-17 15:00:00
"350","FRCH",NA,2015-05-17 15:15:00
"351","FRCH",NA,2015-05-17 15:30:00
"352","FRCH",NA,2015-05-17 15:45:00
"353","FRCH",NA,2015-05-17 16:00:00
"354","FRCH",NA,2015-05-17 16:15:00
"355","FRCH",NA,2015-05-17 16:30:00
"356","FRCH",NA,2015-05-17 16:45:00
"357","FRCH",NA,2015-05-17 17:00:00
"358","FRCH",NA,2015-05-17 17:15:00
"359","FRCH",NA,2015-05-17 17:30:00
"360","FRCH",NA,2015-05-17 17:45:00
"361","FRCH",NA,2015-05-17 18:00:00
"362","FRCH",NA,2015-05-17 18:15:00
"363","FRCH",NA,2015-05-17 18:30:00
"364","FRCH",NA,2015-05-17 18:45:00
"365","FRCH",NA,2015-05-17 19:00:00
"366","FRCH",NA,2015-05-17 19:15:00
"367","FRCH",NA,2015-05-17 19:30:00
"368","FRCH",NA,2015-05-17 19:45:00
"369","FRCH",NA,2015-05-17 20:00:00
"370","FRCH",NA,2015-05-17 20:15:00
"371","FRCH",NA,2015-05-17 20:30:00
"372","FRCH",NA,2015-05-17 20:45:00
"373","FRCH",NA,2015-05-17 21:00:00
"374","FRCH",NA,2015-05-17 21:15:00
"375","FRCH",NA,2015-05-17 21:30:00
"376","FRCH",NA,2015-05-17 21:45:00
"377","FRCH",NA,2015-05-17 22:00:00
"378","FRCH",NA,2015-05-17 22:15:00
"379","FRCH",NA,2015-05-17 22:30:00
"380","FRCH",NA,2015-05-17 22:45:00
"381","FRCH",NA,2015-05-17 23:00:00
"382","FRCH",NA,2015-05-17 23:15:00
"383","FRCH",NA,2015-05-17 23:30:00
"384","FRCH",NA,2015-05-17 23:45:00
"385","FRCH",NA,2015-05-18 00:00:00
"386","FRCH",NA,2015-05-18 00:15:00
"387","FRCH",NA,2015-05-18 00:30:00
"388","FRCH",NA,2015-05-18 00:45:00
"389","FRCH",NA,2015-05-18 01:00:00
"390","FRCH",NA,2015-05-18 01:15:00
"391","FRCH",NA,2015-05-18 01:30:00
"392","FRCH",NA,2015-05-18 01:45:00
"393","FRCH",NA,2015-05-18 02:00:00
"394","FRCH",NA,2015-05-18 02:15:00
"395","FRCH",NA,2015-05-18 02:30:00
"396","FRCH",NA,2015-05-18 02:45:00
"397","FRCH",NA,2015-05-18 03:00:00
"398","FRCH",NA,2015-05-18 03:15:00
"399","FRCH",NA,2015-05-18 03:30:00
"400","FRCH",NA,2015-05-18 03:45:00
"401","FRCH",NA,2015-05-18 04:00:00
"402","FRCH",NA,2015-05-18 04:15:00
"403","FRCH",NA,2015-05-18 04:30:00
"404","FRCH",NA,2015-05-18 04:45:00
"405","FRCH",NA,2015-05-18 05:00:00
"406","FRCH",NA,2015-05-18 05:15:00
"407","FRCH",NA,2015-05-18 05:30:00
"408","FRCH",NA,2015-05-18 05:45:00
"409","FRCH",NA,2015-05-18 06:00:00
"410","FRCH",NA,2015-05-18 06:15:00
"411","FRCH",NA,2015-05-18 06:30:00
"412","FRCH",NA,2015-05-18 06:45:00
"413","FRCH",NA,2015-05-18 07:00:00
"414","FRCH",NA,2015-05-18 07:15:00
"415","FRCH",NA,2015-05-18 07:30:00
"416","FRCH",NA,2015-05-18 07:45:00
"417","FRCH",NA,2015-05-18 08:00:00
"418","FRCH",NA,2015-05-18 08:15:00
"419","FRCH",NA,2015-05-18 08:30:00
"420","FRCH",NA,2015-05-18 08:45:00
"421","FRCH",NA,2015-05-18 09:00:00
"422","FRCH",NA,2015-05-18 09:15:00
"423","FRCH",NA,2015-05-18 09:30:00
"424","FRCH",NA,2015-05-18 09:45:00
"425","FRCH",NA,2015-05-18 10:00:00
"426","FRCH",NA,2015-05-18 10:15:00
"427","FRCH",NA,2015-05-18 10:30:00
"428","FRCH",NA,2015-05-18 10:45:00
"429","FRCH",NA,2015-05-18 11:00:00
"430","FRCH",NA,2015-05-18 11:15:00
"431","FRCH",NA,2015-05-18 11:30:00
"432","FRCH",NA,2015-05-18 11:45:00
"433","FRCH",NA,2015-05-18 12:00:00
"434","FRCH",NA,2015-05-18 12:15:00
"435","FRCH",NA,2015-05-18 12:30:00
"436","FRCH",NA,2015-05-18 12:45:00
"437","FRCH",NA,2015-05-18 13:00:00
"438","FRCH",NA,2015-05-18 13:15:00
"439","FRCH",NA,2015-05-18 13:30:00
"440","FRCH",NA,2015-05-18 13:45:00
"441","FRCH",NA,2015-05-18 14:00:00
"442","FRCH",NA,2015-05-18 14:15:00
"443","FRCH",NA,2015-05-18 14:30:00
"444","FRCH",NA,2015-05-18 14:45:00
"445","FRCH",NA,2015-05-18 15:00:00
"446","FRCH",135.505506675824,2015-05-18 15:15:00
"447","FRCH",135.424611357864,2015-05-18 15:30:00
"448","FRCH",135.272293062179,2015-05-18 15:45:00
"449","FRCH",135.240549379147,2015-05-18 16:00:00
"450","FRCH",135.271956622519,2015-05-18 16:15:00
"451","FRCH",135.261911334108,2015-05-18 16:30:00
"452","FRCH",135.255484234943,2015-05-18 16:45:00
"453","FRCH",135.223105439187,2015-05-18 17:00:00
"454","FRCH",135.236281098508,2015-05-18 17:15:00
"455","FRCH",135.254130003892,2015-05-18 17:30:00
"456","FRCH",135.265141356036,2015-05-18 17:45:00
"457","FRCH",135.268564844212,2015-05-18 18:00:00
"458","FRCH",135.313726290442,2015-05-18 18:15:00
"459","FRCH",135.284901146567,2015-05-18 18:30:00
"460","FRCH",135.294298252035,2015-05-18 18:45:00
"461","FRCH",135.386154176575,2015-05-18 19:00:00
"462","FRCH",135.294798755061,2015-05-18 19:15:00
"463","FRCH",135.253840299309,2015-05-18 19:30:00
"464","FRCH",135.296716740155,2015-05-18 19:45:00
"465","FRCH",135.306529582482,2015-05-18 20:00:00
"466","FRCH",135.309366163995,2015-05-18 20:15:00
"467","FRCH",135.344926397122,2015-05-18 20:30:00
"468","FRCH",135.294041875669,2015-05-18 20:45:00
"469","FRCH",135.298957205272,2015-05-18 21:00:00
"470","FRCH",135.307457683754,2015-05-18 21:15:00
"471","FRCH",135.344622403348,2015-05-18 21:30:00
"472","FRCH",135.365336073977,2015-05-18 21:45:00
"473","FRCH",135.338036001567,2015-05-18 22:00:00
"474","FRCH",135.364496105368,2015-05-18 22:15:00
"475","FRCH",135.411666333851,2015-05-18 22:30:00
"476","FRCH",135.418219139836,2015-05-18 22:45:00
"477","FRCH",135.325580726466,2015-05-18 23:00:00
"478","FRCH",135.432162174972,2015-05-18 23:15:00
"479","FRCH",135.435365243814,2015-05-18 23:30:00
"480","FRCH",135.459361777567,2015-05-18 23:45:00
"481","FRCH",135.498533706633,2015-05-19 00:00:00
"482","FRCH",135.479812481777,2015-05-19 00:15:00
"483","FRCH",135.444419096794,2015-05-19 00:30:00
"484","FRCH",135.470020310429,2015-05-19 00:45:00
"485","FRCH",135.500818470316,2015-05-19 01:00:00
"486","FRCH",135.455405683589,2015-05-19 01:15:00
"487","FRCH",135.374762990907,2015-05-19 01:30:00
"488","FRCH",135.529251257468,2015-05-19 01:45:00
"489","FRCH",135.506577797267,2015-05-19 02:00:00
"490","FRCH",135.480572357575,2015-05-19 02:15:00
"491","FRCH",135.473366206457,2015-05-19 02:30:00
"492","FRCH",135.506518216343,2015-05-19 02:45:00
"493","FRCH",135.486441242782,2015-05-19 03:00:00
"494","FRCH",135.489744469158,2015-05-19 03:15:00
"495","FRCH",135.4291657522,2015-05-19 03:30:00
"496","FRCH",135.405638001751,2015-05-19 03:45:00
"497","FRCH",135.357318738298,2015-05-19 04:00:00
"498","FRCH",135.389220161247,2015-05-19 04:15:00
"499","FRCH",135.399340539541,2015-05-19 04:30:00
"500","FRCH",135.438834121081,2015-05-19 04:45:00
"501","FRCH",135.450079930264,2015-05-19 05:00:00
"502","FRCH",135.464881271036,2015-05-19 05:15:00
"503","FRCH",135.425082648686,2015-05-19 05:30:00
"504","FRCH",135.412079635605,2015-05-19 05:45:00
"505","FRCH",135.438866935649,2015-05-19 06:00:00
"506","FRCH",135.328069519642,2015-05-19 06:15:00
"507","FRCH",135.336249762205,2015-05-19 06:30:00
"508","FRCH",135.389056347622,2015-05-19 06:45:00
"509","FRCH",135.287564119749,2015-05-19 07:00:00
"510","FRCH",135.27958784216,2015-05-19 07:15:00
"511","FRCH",135.258181687822,2015-05-19 07:30:00
"512","FRCH",135.212879825207,2015-05-19 07:45:00
"513","FRCH",135.179333512168,2015-05-19 08:00:00
"514","FRCH",135.197463950514,2015-05-19 08:15:00
"515","FRCH",135.17779816406,2015-05-19 08:30:00
"516","FRCH",135.120933749736,2015-05-19 08:45:00
"517","FRCH",135.147218245789,2015-05-19 09:00:00
"518","FRCH",135.139738521629,2015-05-19 09:15:00
"519","FRCH",135.17569995722,2015-05-19 09:30:00
"520","FRCH",135.169139073344,2015-05-19 09:45:00
"521","FRCH",135.126827790431,2015-05-19 10:00:00
"522","FRCH",135.179757572435,2015-05-19 10:15:00
"523","FRCH",135.145172916113,2015-05-19 10:30:00
"524","FRCH",135.112817946713,2015-05-19 10:45:00
"525","FRCH",135.136133885278,2015-05-19 11:00:00
"526","FRCH",135.129571069811,2015-05-19 11:15:00
"527","FRCH",135.146340117157,2015-05-19 11:30:00
"528","FRCH",135.131364483318,2015-05-19 11:45:00
"529","FRCH",135.131237785525,2015-05-19 12:00:00
"530","FRCH",135.124500066493,2015-05-19 12:15:00
"531","FRCH",135.134810019711,2015-05-19 12:30:00
"532","FRCH",135.104003966642,2015-05-19 12:45:00
"533","FRCH",135.123946063997,2015-05-19 13:00:00
"534","FRCH",135.103506945981,2015-05-19 13:15:00
"535","FRCH",135.104651917066,2015-05-19 13:30:00
"536","FRCH",135.127082400984,2015-05-19 13:45:00
"537","FRCH",135.115920130016,2015-05-19 14:00:00
"538","FRCH",135.115697884286,2015-05-19 14:15:00
"539","FRCH",135.09546899262,2015-05-19 14:30:00
"540","FRCH",135.070461657443,2015-05-19 14:45:00
"541","FRCH",135.071569512175,2015-05-19 15:00:00
"542","FRCH",135.06481858979,2015-05-19 15:15:00
"543","FRCH",135.081324466457,2015-05-19 15:30:00
"544","FRCH",135.087880188843,2015-05-19 15:45:00
"545","FRCH",135.076231074749,2015-05-19 16:00:00
"546","FRCH",135.083112093284,2015-05-19 16:15:00
"547","FRCH",135.085299018328,2015-05-19 16:30:00
"548","FRCH",135.065945323236,2015-05-19 16:45:00
"549","FRCH",135.083848975697,2015-05-19 17:00:00
"550","FRCH",135.099157412725,2015-05-19 17:15:00
"551","FRCH",135.099823153062,2015-05-19 17:30:00
"552","FRCH",135.105795244947,2015-05-19 17:45:00
"553","FRCH",135.115428159156,2015-05-19 18:00:00
"554","FRCH",135.135810098943,2015-05-19 18:15:00
"555","FRCH",135.117524212602,2015-05-19 18:30:00
"556","FRCH",135.113978383118,2015-05-19 18:45:00
"557","FRCH",135.106824842579,2015-05-19 19:00:00
"558","FRCH",135.123524092816,2015-05-19 19:15:00
"559","FRCH",135.117103050752,2015-05-19 19:30:00
"560","FRCH",135.089946415365,2015-05-19 19:45:00
"561","FRCH",135.13380169963,2015-05-19 20:00:00
"562","FRCH",135.132739494758,2015-05-19 20:15:00
