"Site","Day","Q"
"VAUL",2019-05-21,NA
"VAUL",2019-05-22,NA
"VAUL",2019-05-23,NA
"VAUL",2019-05-24,NA
"VAUL",2019-05-25,NA
"VAUL",2019-05-26,NA
"VAUL",2019-05-27,NA
"VAUL",2019-05-28,NA
"VAUL",2019-05-29,NA
"VAUL",2019-05-30,NA
"VAUL",2019-05-31,NA
"VAUL",2019-06-01,NA
"VAUL",2019-06-02,NA
"VAUL",2019-06-03,NA
"VAUL",2019-06-04,NA
"VAUL",2019-06-05,NA
"VAUL",2019-06-06,NA
"VAUL",2019-06-07,NA
"VAUL",2019-06-08,345.076344467504
"VAUL",2019-06-09,253.749981910478
"VAUL",2019-06-10,217.744789002318
"VAUL",2019-06-11,201.652563874243
"VAUL",2019-06-12,206.733620942712
"VAUL",2019-06-13,187.93503643613
"VAUL",2019-06-14,169.8528411768
"VAUL",2019-06-15,164.068661328621
"VAUL",2019-06-16,153.428954360182
"VAUL",2019-06-17,145.575205575499
"VAUL",2019-06-18,148.997954201256
"VAUL",2019-06-19,144.64655284758
"VAUL",2019-06-20,139.273633493194
"VAUL",2019-06-21,131.64541465672
"VAUL",2019-06-22,128.010402550295
"VAUL",2019-06-23,140.401283234238
"VAUL",2019-06-24,158.045685064692
"VAUL",2019-06-25,152.513568099805
"VAUL",2019-06-26,138.955238272193
"VAUL",2019-06-27,130.86269307176
"VAUL",2019-06-28,121.576165792573
"VAUL",2019-06-29,118.631009998317
"VAUL",2019-06-30,121.430234649615
"VAUL",2019-07-01,129.814642135966
"VAUL",2019-07-02,121.125105896156
"VAUL",2019-07-03,116.468575789021
"VAUL",2019-07-04,117.291096776606
"VAUL",2019-07-05,111.175255239885
"VAUL",2019-07-06,106.797320951125
"VAUL",2019-07-07,105.868668223207
"VAUL",2019-07-08,103.785832819161
"VAUL",2019-07-09,100.893742895071
"VAUL",2019-07-10,101.504000401989
"VAUL",2019-07-11,102.751048350908
"VAUL",2019-07-12,112.714165474721
"VAUL",2019-07-13,128.421663044088
"VAUL",2019-07-14,175.146161725937
"VAUL",2019-07-15,145.177211549248
"VAUL",2019-07-16,131.472950578677
"VAUL",2019-07-17,119.639261531486
"VAUL",2019-07-18,114.200009839391
"VAUL",2019-07-19,122.836480209034
"VAUL",2019-07-20,116.163447035562
"VAUL",2019-07-21,113.337689449181
"VAUL",2019-07-22,104.794084352329
"VAUL",2019-07-23,101.318269856405
"VAUL",2019-07-24,100.893742895071
"VAUL",2019-07-25,99.6068955435268
"VAUL",2019-07-26,136.301944763854
"VAUL",2019-07-27,170.622296294219
"VAUL",2019-07-28,163.179808003328
"VAUL",2019-07-29,168.380263279672
"VAUL",2019-07-30,181.461000275783
"VAUL",2019-07-31,174.681835361977
"VAUL",2019-08-01,175.610488089896
"VAUL",2019-08-02,209.081785697592
"VAUL",2019-08-03,1001.32869435252
"VAUL",2019-08-04,976.997992881048
"VAUL",2019-08-05,475.923513831239
"VAUL",2019-08-06,475.406121597113
"VAUL",2019-08-07,459.154698858537
"VAUL",2019-08-08,343.205772544125
"VAUL",2019-08-09,272.535299949517
"VAUL",2019-08-10,240.218185017949
"VAUL",2019-08-11,226.235328229003
"VAUL",2019-08-12,185.215410590083
"VAUL",2019-08-13,264.150892463166
"VAUL",2019-08-14,679.033131894585
"VAUL",2019-08-15,417.524523712699
"VAUL",2019-08-16,781.158399030551
"VAUL",2019-08-17,767.746000345897
"VAUL",2019-08-18,440.475512559831
"VAUL",2019-08-19,308.978286286553
"VAUL",2019-08-20,232.643032051641
"VAUL",2019-08-21,213.512785856518
"VAUL",2019-08-22,179.577161884863
"VAUL",2019-08-23,158.364080285693
"VAUL",2019-08-24,220.092953757198
"VAUL",2019-08-25,177.401461208025
"VAUL",2019-08-26,143.346439028494
"VAUL",2019-08-27,120.196453168237
"VAUL",2019-08-28,104.807350819871
"VAUL",2019-08-29,93.4379881366388
"VAUL",2019-08-30,81.4981673491135
"VAUL",2019-08-31,73.1270263303042
"VAUL",2019-09-01,64.4374900904941
"VAUL",2019-09-02,56.96846886452
"VAUL",2019-09-03,49.9903069375886
"VAUL",2019-09-04,45.1215133497866
"VAUL",2019-09-05,40.5445820479019
"VAUL",2019-09-06,36.8299711362274
"VAUL",2019-09-07,33.8715488744295
"VAUL",2019-09-08,28.7374259357936
"VAUL",2019-09-09,26.0045336222045
"VAUL",2019-09-10,24.3462251794927
"VAUL",2019-09-11,35.3971926417244
"VAUL",2019-09-12,47.2308816889161
"VAUL",2019-09-13,37.3473633703535
"VAUL",2019-09-14,31.8417793405502
"VAUL",2019-09-15,25.9780006871211
"VAUL",2019-09-16,29.0160217541692
"VAUL",2019-09-17,24.0145634909503
"VAUL",2019-09-18,26.2698629730384
"VAUL",2019-09-19,63.402705622242
"VAUL",2019-09-20,81.2726374009047
"VAUL",2019-09-21,132.335270968888
"VAUL",2019-09-22,169.972239384676
"VAUL",2019-09-23,140.228819156196
"VAUL",2019-09-24,109.264883913881
"VAUL",2019-09-25,98.8374404261085
"VAUL",2019-09-26,82.2543559989901
"VAUL",2019-09-27,67.9663704565849
"VAUL",2019-09-28,60.2187534122352
"VAUL",2019-09-29,68.0194363267517
"VAUL",2019-09-30,189.792341891967
"VAUL",2019-10-01,192.565033608182
"VAUL",2019-10-02,351.93510818656
"VAUL",2019-10-03,519.464060303081
"VAUL",2019-10-04,499.551092522997
"VAUL",2019-10-05,758.233943118502
"VAUL",2019-10-06,430.724658916685
"VAUL",2019-10-07,283.984261438
"VAUL",2019-10-08,220.756277134283
"VAUL",2019-10-09,213.035193025017
"VAUL",2019-10-10,280.203318188617
"VAUL",2019-10-11,NA
"VAUL",2019-10-12,NA
"VAUL",2019-10-13,NA
"VAUL",2019-10-14,NA
"VAUL",2019-10-15,NA
"VAUL",2019-10-16,NA
"VAUL",2019-10-17,NA
"VAUL",2019-10-18,NA
"VAUL",2019-10-19,NA
"VAUL",2019-10-20,NA
"VAUL",2019-10-21,NA
"VAUL",2019-10-22,NA
